Tempo,RSSI,SNR,num_pacote
30139,-50,11.75,56
30676,-50,10.50,57
31213,-49,9.00,58
31750,-55,9.25,59
32287,-52,9.50,60
32824,-47,9.50,61
33361,-53,9.25,62
33898,-50,9.25,63
34435,-57,9.50,64
